Name,Common_name,Taxon_id,Latitude,Longitude,Group
Cortinarius anisochrous,,989250,49.5,-119.6,Macrofungi
Cortinarius annulatus,,,46.952327,-71.300343,Macrofungi
Cortinarius anserinus,,748661,49.5,-119.6,Macrofungi
Cortinarius appalachiensis,,884916,45.39332,-73.955148,Macrofungi
Cortinarius arenatus,,,46.2847,-73.7991,Macrofungi
Cortinarius argenteopileatus,,203801,45.459256,-73.449557,Macrofungi
Cortinarius arvinaceus,,1469365,54.083333,-131.8,Macrofungi
Cortinarius asper,,,50.0,-86.0,Macrofungi
Cortinarius aureifolius,,192720,49.5,-119.6,Macrofungi
Cortinarius aurilicis,,537505,49.5,-119.6,Macrofungi
Cortinarius badiolatus,,872266,49.5,-119.6,Macrofungi
Cortinarius badiovinaceus,,989257,46.3091,-73.7601,Macrofungi
Cortinarius badius,,1031335,48.521944,-123.420556,Macrofungi
Cortinarius balaustinus,,500066,46.69,-72.11,Macrofungi
Cortinarius betuletorum,,830078,44.559408,-76.331291,Macrofungi
Cortinarius birkebakii,,1149225,49.5,-119.6,Macrofungi
Cortinarius bivelus,,902686,49.91,-74.21,Macrofungi
Cortinarius borealis,,,49.5,-119.6,Macrofungi
Cortinarius boulderensis,,217613,49.5,-119.6,Macrofungi
Cortinarius brevipes,,,46.463697,-80.968035,Macrofungi
Cortinarius brunneocalcarius,,1152332,63.95563,-138.67892,Macrofungi
Cortinarius brunneofulvus,,989261,49.5,-119.6,Macrofungi
Cortinarius bulbopodius,,1047175,49.5,-119.6,Macrofungi
Cortinarius bulbosus,,874948,45.485445,-74.079213,Macrofungi
Cortinarius cacaocolor,,500114,49.5,-119.6,Macrofungi
Cortinarius caesiellus,,,49.5,-119.6,Macrofungi
Cortinarius caesiocanescens,,500056,49.5,-119.6,Macrofungi
Cortinarius caesiostramineus,,989264,49.5,-119.6,Macrofungi
Cortinarius castanellus,,,51.253889,-85.323333,Macrofungi
Cortinarius catskillensis,,,45.891936,-73.179027,Macrofungi
Cortinarius ceraceus,,,49.5,-119.6,Macrofungi
Cortinarius ceskarum,,1540098,49.5,-119.6,Macrofungi
Cortinarius chrysomallus,,1498317,49.5,-119.6,Macrofungi
Cortinarius cicindela,,1510808,53.75,-77.61,Macrofungi
Cortinarius cinnabarinus,cinnabar webcap,350491,49.5,-119.6,Macrofungi
Cortinarius cinnamomeoluteus,,566661,53.8,-77.63,Macrofungi
Cortinarius coloratus,,,49.5,-119.6,Macrofungi
Cortinarius confusus,,,47.016897,-80.04261,Macrofungi
Cortinarius croceocoeruleus,,1152062,49.448333,-123.613333,Macrofungi
Cortinarius crystallinus,,344637,49.5,-119.6,Macrofungi
Cortinarius deceptivus,,1307107,49.5,-119.6,Macrofungi
Cortinarius depressus,,500076,45.40504,-72.305386,Macrofungi
Cortinarius diosmus,,500077,49.5,-119.6,Macrofungi
Cortinarius disjungendus,,423589,46.2245,-74.0452,Macrofungi
Cortinarius eburneus,,,54.766667,-127.166667,Macrofungi
Cortinarius eldoradoensis,,626411,49.5,-119.6,Macrofungi
Cortinarius epipoleus,,,48.5262,-123.4,Macrofungi
Cortinarius erraticus,,,45.494444,-78.234722,Macrofungi
Cortinarius erugatus,,,45.544154,-73.477185,Macrofungi
Cortinarius erythrinus,,989284,49.5,-119.6,Macrofungi
Cortinarius eufulmineus,,511377,49.5,-119.6,Macrofungi
Cortinarius fennoscandicus,,,49.5,-119.6,Macrofungi
Cortinarius fervidus,dyer's webcap,989288,48.0,-123.0,Macrofungi
Cortinarius firmus,,1043433,49.5,-119.6,Macrofungi
