Name,Common_name,Taxon_id,Latitude,Longitude,Group
Symbolophorus veranyi,Largescale Lanternfish,120660,43.785067,-58.870883,Fishes
Taaningichthys bathyphilus,Deepwater Lanternfish,459444,49.5,-119.6,Fishes
Taaningichthys minimus,,459445,42.6845,-61.660167,Fishes
Tarletonbeania crenularis,Blue Lanternfish,232317,49.5,-119.6,Fishes
Tarletonbeania taylori,Taillight Lanternfish,232318,49.5,-119.6,Fishes
Neoscopelus macrolepidotus,Largescale Neoscopelid,225733,49.5,-119.6,Fishes
Scopelengys tristis,,317352,49.5,-119.6,Fishes
Pteroplatytrygon violacea,Pelagic Stingray,111212,49.5,-119.6,Fishes
Eptatretus deani,Black Hagfish,100238,49.5,-119.6,Fishes
Myxine glutinosa,Atlantic Hagfish,49096,42.268667,-66.529,Fishes
Aldrovandia affinis,Rattailed Lizardfish,459199,42.723,-62.7815,Fishes
Aldrovandia gracilis,gracile halosaur,459200,49.5,-119.6,Fishes
Aldrovandia oleosa,Bahamas halosaur,459201,49.5,-119.6,Fishes
Aldrovandia phalacra,Hawaiian halosaur,459202,43.1077,-51.4199,Fishes
Halosauropsis macrochir,Abyssal halosaur,459387,42.6845,-61.660167,Fishes
Halosaurus guentheri,Guenther's halosaur,459388,42.839,-62.37,Fishes
Lipogenys gillii,Blackfin Tapirfish,459409,49.5,-119.6,Fishes
Notacanthus bonaparte,Shortfin spiny eel,459418,41.583332,-59.8,Fishes
Notacanthus chemnitzii,Snubnosed Spiny Eel,225999,49.5,-119.6,Fishes
Polyacanthonotus challengeri,Longnose Tapirfish,228499,49.5,-119.6,Fishes
Polyacanthonotus rissoanus,Smallmouth Spiny Eel,459214,49.5,-119.6,Fishes
Bythites fuscus,Arctic brotula,459179,61.94,-61.27,Fishes
Cataetyx laticeps,,459252,43.136,-60.658167,Fishes
Cataetyx rubrirostris,,317025,49.5,-119.6,Fishes
Echiodon dawsoni,Chain Pearlfish,218882,41.4492,-68.3664,Fishes
Acanthonus armatus,Bony-eared Assfish,459198,52.9393,-132.7027,Fishes
Barathrites parri,,459331,42.540278,-63.4503,Fishes
Barathrodemus manatinus,,459332,42.4625,-62.4164,Fishes
Bassogigas gillii,,459334,42.552333,-63.194667,Fishes
Bassozetus zenkevitchi,,618653,50.59,-129.79,Fishes
Brotula barbata,Bearded Brotula,131431,44.0,-63.0,Fishes
Cherublemma emmelas,,317048,49.5,-119.6,Fishes
Dicrolene introniger,,459345,42.723,-62.7815,Fishes
Lepophidium profundorum,Fawn Cusk-eel,154439,49.5,-119.6,Fishes
Monomitopus agassizii,,106031,42.954722,-61.4928,Fishes
Ophidion selenops,Mooneye Cusk-eel,317259,41.421665,-66.0725,Fishes
Porogadus catena,,618772,49.5,-119.6,Fishes
Spectrunculus crassus,,618788,49.5,-119.6,Fishes
Spectrunculus grandis,Giant cusk-eel,231272,49.5,-119.6,Fishes
Thalassobathia pelagica,Pelagic Brotula,113969,49.5,-119.6,Fishes
Alepocephalus agassizii,Agassiz's Smoothhead,459174,42.7885,-62.963333,Fishes
Alepocephalus bairdii,Baird's Smoothhead,459175,62.59706,-61.420898,Fishes
Alepocephalus tenebrosus,California Slickhead,212957,49.5,-119.6,Fishes
Bajacalifornia megalops,Bigeye Slickhead,459176,63.639,-60.098,Fishes
Bathytroctes microlepis,Smallscale Smoothhead,459338,42.529167,-63.184,Fishes
Einara edentula,,459330,42.66,-63.98,Fishes
Narcetes stomias,Blackhead Slickhead,317526,49.5,-119.6,Fishes
