sequence,taxon_id,Name,Common name,Latitude,Longitude,type locality
2182,1119933,Hemiphyllodactylus pinlaungensis,Pinlaung Slender Gecko,20.12869,96.78464,"Type locality: Pinlaung City, Shan State, Myanmar (20.12869°N 96.78464°E WGS; 1498 m elevation."
2180,965964,Hemiphyllodactylus serpispecus,Houaphanh Slender Gecko,20.40725,104.23068,"Type locality: Tham Ngou Leium Cave, Viengxay District, Houaphanh Province, Laos, 20.40725°N, 104.23068°E, WGS84 (Fig. 1A), 889 m elevation."
2940,1439426,Hemiphyllodactylus simaoensis,Hemiphyllodactylus simaoensis,22.735,100.803,"Type locality: forested karst hills in Simao District, Pu’er City, Yunnan Province, China (N22.735°, E100.803°; 1129 m a.s.l.)"
2176,539825,Hemiphyllodactylus tehtarik,Tebu Mountain Slender Gecko,5.6031,102.6048,"Type locality: Gunung Tebu, Terengganu, Malaysia (05°36.11′ N, 102°36.19′ E; 600 m elevation."
1975,606496,Hemiphyllodactylus tonywhitteni,Phapant Slender Gecko,21.1912,96.5536,"Type locality: Phapant Cave, 25.2 km north-east of Taunggyi, Taunggyi District, Shan State, Myanmar (21°11.472N, 96°33.214E; elevation 1270 m)"
625,797690,Hemiphyllodactylus uga,Uga's Slender Gecko,21.9931,96.4711,"Type locality: handrail of elevated timber walkway in Kandawgyi National Gardens, Pyin Oo Lwin, Mandalay Region, Myanmar (21.9931°N 96.4711°E; 1125 m in elevation"
2706,1439425,Hemiphyllodactylus yanshanensis,Hemiphyllodactylus yanshanensis,23.6168,104.41669,"Type locality: forested karst hills in Yanshan County, Yunnan Province, China (N23.61680°, E104.41669°; 1536 m a.s.l.)."
2181,797691,Hemiphyllodactylus ywanganensis,Ywangan Slender Gecko,21.14643,96.42178,"Type locality: 2.7 km southwest of Ywangan, Ywangan Township, Taunggyi District, Shan State, Myanmar (21.14643°N, 96.42178°E; 1157 m in elevation."
1653,1250202,Hemiphyllodactylus zalonicus,Mount Zalon Slender Gecko,24.51628,95.81705,"Type locality: evergreen dipterocarp tropical forest on the slope of Zalon Mountain (Zalon Taung), ca. 1 km westwards from the Zalon Taung Pagoda, Zalon Taung National Forest, ca. 13 km northwards from Ban Mauk town, Ban Mauk District, Sagaing Region, northern Myanmar (GPS data N 24.51628°, E 095.81705° WGS; elevation 690 m a.s.l.) "
1511,1304772,Hemiphyllodactylus zhutangxiangensis,Zhutangxiang Slender Gecko,22.72345,99.80087,"Type locality: forested karst approximately 1 km northwest of Zhutangxiang town, Lancang Lahu Autonomous County, Yunnan Province, China (22.72345°N, 99.80087°E; 1499 m in elevation)."
415,539826,Hemiphyllodactylus zugi,Zug's Slender Gecko,22.7044,106.6386,"Type locality: karst forest near Ban Nua Village (22o42.164’N, 106o38.317’E, at an elevation of 450 m a.s.l.), An Lac Commune, Ha Lang District, Cao Bang Province, northern Vietnam."
758,1119932,Hemiphyllodactylus zwegabinensis,Zwegabin Mountain Slender Gecko,16.82407,97.6681,"Type locality: top of Zwegabin Mountain, Kayin State, Myanmar (16.82407°N 97.66810°E WGS; 710 m in elevation"
296,34421,Hemitheconyx taylori,Taylor's Fat-tailed Gecko,,,"Type locality: Hegligab District (elevation 1500 feet), British Somaliland."
416,539828,Herpetoreas burbrinki,Burbrink's Keelback,,,"Type locality: Zayu County, Xizang A. R., China, at an elevation of 1889 m"
2782,1403115,Herpetoreas murlen,Herpetoreas murlen,23.62627,93.28936,"Type locality: Murlen National Park (coordinates: 23.62627° N, 93.28936° E, 1,763 m asl.), Champhai District, Mizoram, northeastern India"
1079,1127944,Herpetoreas pealii,Assam Keelback,26.9856,94.631,Type locality: Sibsagar district of Assam
2781,1403114,Herpetoreas tpser,Herpetoreas tpser,29.2617,95.6792,"Type locality: Beibeng Town to De’ergong Village, Mêdog County, Nyingchi City, Xizang Autonomous Region, China (ca. 1300 m a.s.l.)."
2444,102709,Heterodactylus septentrionalis,Heterodactylus septentrionalis,-13.1636,-41.4053,"Type locality: Fazenda Caraibas (13°09’49’’S, 41°24’19’’W), district of Cascavel, municipality of Mucuge, Serra do Espinhaco (Chapada Diamantina): state of Bahia: Brazil."
2326,68442,Heteroliodon fohy,Stout Dwarf Snake,-12.32139,49.33667,"Type locality: Montagne des Francais, , 12° 19’ 17’’ S, 49° 20’ 12’’E, 170 m elevation, Antsiranana Province, Far Northern Madagascar."
1584,29919,Heurnia ventromaculata,Mamberamo River Water Snake,-3.1204,140.1203,"Type locality: Pionierbivak, Mamberamo River, NW New Guinea."
2768,318689,Holcosus chaitzami,Chaitzam's Ameiva,15.6068,-90.4521,"Type locality: Along Cahabon–Coban trail about 2 km N Finca Canihor (about 38 km airline ENE Coban), Alta Verapaz, Guatemala."
982,34534,Holodactylus cornii,East African Clawed Gecko,,,"Type locality: Gardo/Obbia, Italian Somaliland."
2317,29962,Hologerrhum dermali,Dermal's Philippine Water Snake,11.3328,122.0792,"Type locality: 1500 m elevation in the area known locally as “Hang-gud Tubig” (“Big Water”), on the western face of Mt. Madja-as, Barangay Alojipan, Municipality of Culasi, Antique Province, Panay Island, Philippines."
555,146165,Homalopsis hardwickii,Homalopsis hardwickii,15.399632,106.090439,Type locality: “India.” 
1562,1304771,Homonota itambere,Paraguari Broad-headed Gecko,-26.14,-57.17,"Type locality: Estancia Guajho, Paraguari Deparment (26.14°S, 57.17°W), 143 m elevation."
1843,102929,Homonota rupicola,Enrock Straight-toed Gecko,-25.5185,-57.0472,"Type locality: Departamento Cordillera, Piribebuy, Compañía Los Naranjos, Cerro Pedregal, 25° 31’ 07’’ S, 57° 02’ 53’’ W."
1756,500954,Homonota taragui,Corrientes Broad-headed Gecko,-29.1095,-56.9305,"Type locality: Paraje Tres Cerros, Cerro Nazareno (29°06'34,30""S, 56°55'51,92""W, 168 m elevation), Estancia “La Higuera Cue”, General San Martín Department, Corrientes Province, Argentina"
499,1499837,Homonota xiru,Homonota xiru,-29.66241,-55.382139,"Type locality: Cerro Chato at Tigre (-29.66241° S, -55.382139° W), Alegrete, Rio Grande do Sul State, Brazil"
788,29959,Hydrablabes praefrontalis,Mocquard's Small-eyed Snake,6.0757,116.5583,"Type locality: ""mont Kina Balu, Bornéo"" [=Mt. Kinabalu]."
2660,29956,Hydraethiops laevis,Ocellate Water Snake,3.5833,10.1667,"Type locality: “Efulen, S. Cameroon”."
2223,29901,Hydromorphus dunni,Dunn's Water Snake,8.75,-82.4333,"Type locality: vicinity north of Boquete, Chiriquí, Panama, 1250 m elevation."
2078,738108,Hydrophis annandalei,Bighead Sea Snake,6.75,100.3833,"Type locality: Patani Bay, Thailand"
2322,1148872,Hydrophis anomalus,Anomalous Sea Snake,-6.9663,110.4194,"Type locality: “Rhede von Samarang” (= Semarang ?), coast of Java."
2287,35228,Hydrophis atriceps,Black-headed Sea Snake,-7.75,113.216667,Type locality: Thailand
2686,121088,Hydrophis bituberculatus,Peters' Sea Snake,6.9271,79.9585,Type locality: “Colombo (Ceylon)”
2670,35221,Hydrophis czeblukovi,Fine-spined Sea Snake,-9.5,140,Type locality: Arafura Sea
2830,340518,Hydrophis donaldi,rough-scaled sea snake,-12.58636,141.96325,"Type locality: Gulf of Carpentaria, Weipa, Queensland, Australia (12°35'10.88"" S, 141°57'47.21"" E) "
2667,200388,Hydrophis hardwickii,Hardwicke’s Spine-bellied Sea Snake,20.5937,78.9629,Type locality: India
97,146171,Hydrophis hendersoni,Rangoon Sea Snake,16.8409,96.1735,"Type locality: Rangoon, Burma."
2669,97545,Hydrophis inornatus,Plain Sea Snake,,,Type locality: Indian Ocean
2668,200390,Hydrophis jerdonii,Jerdon's Sea Snake,13.0827,80.2707,"Type locality: Madras, India"
113,35229,Hydrophis laboutei,Laboute's sea snake,-20.36633,161.08167,"Type locality: “Chesterfield Reefs, New Caledonia (20°21.98’S, 161°04.87’E), most likely caught at a depth of 62 meters.”"
2662,35219,Hydrophis mamillaris,Bombay Sea Snake,17.6889,83.2185,"Type locality: ""Vizagapatam.""  [=Vishakhapatnam, extreme northeastern Andhra Pradesh, India]."
2829,35276,Hydrophis nigrocinctus,Daudin's Sea Snake,22.6614,88.4742,"Type locality: “salted waters of a river near Calcutta,Sundarbans”, Bengal"
1140,103046,Hydrophis pachycercos,Broad-headed Sea Snake,-38.5106,145.164,"type locality: obtained from a fish market at Phat Thien, Vietnam."
2663,35214,Hydrophis parviceps,Smith's Small-headed Sea Snake,10,107,Type locality: coast of Cochin China.
2661,35210,Hydrophis stricticollis,Collared Sea Snake,,,Type locality: India
2876,35202,Hydrophis torquatus,West Coast Black-headed Sea Snake,5.4141,100.3288,"Type locality: Penang, Malaysia"
2659,35209,Hydrophis vorisi,Plain-banded Sea Snake,-8.017,143.333,Type locality: New Guinea
2328,200401,Hypoptophis wilsonii,African Bighead Snake,-6.2889,23.2903,"Type locality: “Inkongo, on the Sankuru River, int he Kassai Province of the Congo”"
1352,31620,Hypsilurus binotatus,Two-marked Forest Dragon,-1.7333,135.8167,Type locality: Insel Jobi (1°44’S 135°49’E).
211,31618,Hypsilurus bruijnii,Bruijni Forest Dragon,-1.2,134.4,"Type locality: Monti Arfak” [= Arfak mountains, Doberai (Vogelkop) Peninsula, Irian Jaya, Indonesia."
129,200402,Hypsilurus capreolatus,Chevron-marked Anglehead Agama,-3.424578,142.518668,"Type locality: Parkop, 3.424578S, 142.518668E, 420 m elevation (GPS datum AUS 66), Torricelli Mts., West Sepik Province, Papua New Guinea"
2819,31613,Hypsilurus godeffroyi,Northern Forest Dragon,7,134,Type locality: Pelew Inseln [= Palau Islands]
1142,31615,Hypsilurus nigrigularis,Black-throated Anglehead Agama,-3.3833,135.25,"Type locality: Neu-Guinea. Locus typicus restrictus (according to data from Meyer, 1886/87): Rubi, am Südufer der Geelvinkbai, ~ 3° 23’S; 135° 15’E, West Papua Province, Indonesia."
2932,103205,Hypsilurus ornatus,Ornate Anglehead Agama,-6.5833,142.8333,"Type locality: Village Didessa, Mt. Bosavi (6°35’S 142°50’E), Southern Highlands Province; Papua New Guinea;"
281,31612,Hypsilurus schoedei,Vogt's Forest Dragon,-2.058333,147.758333,"Type locality: Lambussa, Neu-Guinea (also as Lambussu or Lambusso)."
757,1119928,Hypsilurus spinosus,Kaimana Anglehead Agama,,,"Type locality:  probably “Triton Bay, New Guinea”, see comment"
586,103206,Hypsilurus tenuicephalus,Narrow-headed Anglehead Agama,,,"Type locality: Reportedly from the highlands of Western Papua, Province of Indonesia."
2841,30129,Hypsirhynchus melanichnus,La Vega Racer,18.1056,-74.1658,"Type locality: Near Jérémie, Département de la Grand'Anse, Haiti."
2845,30067,Hypsirhynchus scalaris,Hypsirhynchus scalaris,18.21,-73.65,"Type locality: Haiti, Tiburon Peninsula"
1590,30062,Ialtris agyrtes,Barreras Fanged Snake,-18.928,-70.3672,"Type locality: Barreras, Azua Province, República Dominicana."
2911,30061,Ialtris parishi,Parish's Fanged Snake,18.3069,-74.3354,"Type locality: 10 mi. E Baradères, Département de la Grand'Anse, Haiti."
1159,35952,Ichnotropis chapini,Ichnotropis chapini,4.25,25.25,"Type locality: Africa: Belgian Congo: Aba, Uelle Region"
2397,35954,Ichnotropis microlepidota,Marx's Rough-scaled Lizard,-12.325,13.43,"Type locality: foot of Mount Moco, Benguela Province, Angola."
172,29888,Iguanognathus werneri,Spatula-toothed Snake,-0.7893,113.9213,Type locality: Sumatra
1083,539841,Imantodes guane,Guane Blunt-headed Tree Snake,6.305,-73.1736,"Type locality: headwater of the Luisito River, Virolín (6°18’18”N, 73°10’25”W; 1750 m elevation), municipality of Charalá, department of Santander, Colombia"
1254,539842,Indotyphlops ahsanai,Indotyphlops ahsanai,33.5,74,"Type locality: W of Charnali village, about 2 km W of Goi Madan, District Kotli, Azad Kashmir, 33°30'N 74°00'E, elevation 1320 m."
2595,1545886,Indotyphlops combank,Indotyphlops combank,7.99639,80.92556,"Type locality: Giritale (7°59'47""N, 80°55' 32""E; alt. 85m a.s.l.), Polonnaruwa District, North Central Province, Sri Lanka"
1764,539846,Indotyphlops filiformis,File Worm Snake,,,"Type locality: ""Nous ignorons de quel pays provient cette espece"" [Unknown]."
946,539847,Indotyphlops fletcheri,Indotyphlops fletcheri,11.3972,76.6117,"Type locality: “Adderley, Pilloor, and Rockwood”, “Nilgiris Hills”, India [spanning Tamil Nadu and Kerala]; elevation 3000-6000 ft (~1000-2000 m)"
1773,539848,Indotyphlops jerdoni,Jerdon's Worm Snake,27.155,95.1083,"Type locality:  “Pasighai, 500 ft., Abor district, Assam, India” (ANNANDALE 1912)"
498,1499835,Indotyphlops laca,Indotyphlops laca,-8.5485,125.5204,"Type locality: near the fuel depot at Nicolau Lobato International Airport, Dili Municipality, Timor-Leste (8.5485°S, 125.5204°E, elevation ca. 10 m)."
186,539850,Indotyphlops lankaensis,Sri Lanka Worm Snake,8.7463,81.2211,"Type locality:  “12 miles north of Trincomalee, Ceylon”"
283,539851,Indotyphlops lazelli,Hong Kong Blind Snake,22.2583,114.1417,"Type locality: High West, Pokfulam, Hong Kong Island, China (22° 15’ 30’’ N, 114° 08’ 30’’ E)."
1792,539852,Indotyphlops leucomelas,Pied Worm Snake,6.1954,80.4036,"Type locality:  “Haycock Mountain, 2000 ft., 40 miles from Point de Galle, Ceylon”"
1793,558904,Indotyphlops longissimus,Long Worm Snake,,,
417,539853,Indotyphlops loveridgei,Loveridge's Worm Snake,23.01533,75.36261,Type locality:  “probably from North lndia”
1791,539854,Indotyphlops madgemintonae,Indotyphlops madgemintonae,33.5,74,"Type locality: 1 near house of Master M. Sadiq, Goi Madan,  District Kotli, Azad Kashmir, 33°30'N 74°00'E, elevation 1315 m., Pakistan."
1056,539855,Indotyphlops malcolmi,Malcolm's Worm Snake,8.5733,81.2061,"Type locality:  “12 miles north of Trincomalee, Eastern Province, Ceylon”"
243,539856,Indotyphlops meszoelyi,Meszoelys Blind Snake,27.0333,88.2667,"Type locality: Darjeeling, 27° 02' N, 88° 16' E, 2285 m, West Bengal Province, India"
1381,539858,Indotyphlops pammeces,South Indian Blind Snake,13.0827,80.2707,"Type locality: ""Madras"" [India]."""
1758,539860,Indotyphlops schmutzi,Schmutz's Worm Snake,-8.5853,119.4743,"Type locality: “Loho Lavi, Komodo, elevation 12 m.”"
1442,539861,Indotyphlops tenebrarum,Indotyphlops tenebrarum,8.575,81.2333,"Type locality: “12 miles north of Trincomalee, Ceylon” [Sri Lanka]."
1737,539862,Indotyphlops tenuicollis,Peter's Worm Snake,22.32346,114.261896,Type locality: “angeblich aus dem Himalaya”
103,539863,Indotyphlops veddae,Vedda Worm Snake,8.5722,81.256,"Type locality: “12 miles north of Trincomalee, Ceylon”"
47,539864,Indotyphlops violaceus,Violet Worm Snake,8.5744,81.2224,"Type locality: 12 miles north of Trincomalee, Ceylon."
542,146182,Insulasaurus arborens,Negros Sphenomorphus,10.3922,123.0077,"Type locality: Mt Canlaon, Negros Island"
2141,146184,Insulasaurus victoria,Insulasaurus victoria,9.7503,117.6896,"Type locality: Thumb Peak, Palawan Island, Philippines."
601,146185,Insulasaurus wrighti,Wright's Sphenomorphus,8.811389,117.67,Type locality: Palawan Island
2561,1545885,Iphisa brunopereira,Iphisa brunopereira,-3.03514,-68.88294,"Type locality: São Pedro (3° 02ʹ 06.5′′ S, 68° 52ʹ 58.6′′ W; WGS 84) municipality of Santo Antônio do Içá, state of Amazonas, Brazil"
2594,1545884,Iphisa dorothy,Iphisa dorothy,-3.789861,-59.035222,"Type locality: Comunidade São Sebastião dos Bargas (3° 47ʹ 23.5′′ S, 59° 02ʹ 06.8′′ W; WGS 84) municipality of Nova Olinda do Norte, state of Amazonas, Brazil"
2593,1545883,Iphisa munduruku,Iphisa munduruku,-4.3442,-58.635,"Type locality: Igarapé-Açú, Abacaxis River (right margin) (4° 20ʹ 39.0′′ S, 58° 38ʹ 06.0′′ W), state of Amazonas, Brazil"
2592,1545882,Iphisa pellegrino,Iphisa pellegrino,-4.72603,-62.13042,"Type locality: Moiobamba, Purus River (right margin) (4° 43ʹ 37.7′′ S, 62° 07ʹ 49.5′′ W) municipality of Beruri, state of Amazonas, Brazil"
1186,1545778,Iphisa soinii,Iphisa soinii,-8.5167,-76.1344,"Type locality: Nuevo Tocache, Departmento San Martin, Peru, 650 m elevation."
805,73835,Iranolacerta zagrosica,Zagros Mountain Lacerta,32.9667,50.6667,"Type locality: 32º58'N, 50º40'E, 3 km NW Fereydin Shahr, about 140 km NW Esfahan, Zagros Mountains, Esfahan Province, Iran, 2450 m elevation."
2276,29869,Ithycyphus blanci,Marojejy Night Snake,,,"Type locality: Massif montagneux de Marojezy, vers 300 m d’altitude [elevation]"
610,38355,Janetaescincus braueri,Brauer's Burrowing Skink,-4.5673,55.3843,Type locality: “Seychellen”
1697,38354,Janetaescincus veseyfitzgeraldi,Vesey-fitzgerald's Burrowing Skink,-4.487,55.23,"Type locality: Silhouette Island, Seychelles"
2963,31510,Japalura dasi,Agaupani Mountain Lizard,29.44833,81.60306,"Type locality: “in and near Agaupani, Bajhura District, Far Western Nepal”, 29° 26’ 54’’ N, 81° 36’ 11’’ E."
227,37653,Kaestlea beddomii,Kaestlea beddomii,10.7667,76.65,"Type locality: “Travancore Hills”, S Western Ghats, south of Palghat, Kerala, SW India (10° 46’ N, 76° 39’ E) [locality of neotype]."
2534,103644,Kaestlea laterimaculata,Kaestlea laterimaculata,10.99323,76.46099,Type locality: top of Sivagherry Ghat (lectotype locality)
2808,103646,Kaieteurosaurus hindsi,Kaieteurosaurus hindsi,4.6139,-59.5019,"Type locality:  on Tukeit trail, ca. 1,250 m NEE from the beginning of the Kaieteur National Park airstrip (from point closest to the gorge), 420 m elevation, Kaieteur National Park, Potaro-Siparuni district, Guyana."
1579,103651,Kanakysaurus viviparus,Narrow-banded Kanaky Skink,-20.4211,164.2194,"Type locality: New Caledonia, Province Nord, Rivière Néhoué, 20°25’16’’S, 164°13’10’’E"
1957,103652,Kanakysaurus zebratus,Wide-banded Kanaky Skink,-21.183917,164.988278,"Type locality: 1.5 km SW Mt. Tiaoue, Massif de Kopé to, Province Nord, New Caledonia, 21° 11’ 02.1’’ S, 164°59’ 17.8’’ E, elevation 740 m."
1583,539869,Karnsophis siantaris,Karnsophis siantaris,1.9667,99.7833,"Type locality: Siantar, Sumatera Utara, Sumatra, Indonesia (~1°58' N, 99°47' E). "
747,103664,Kentropyx lagartija,Kentropyx lagartija,-26.4833,-65.2169,"Type locality: Rio Sali, near Tucuman, Argentina."
691,32980,Kinyongia adolfifriderici,Ituri chameleon,3.3295,27.4616,"Type locality: Irumu-Mavambi forest, Ituri, Zaire."
1317,32971,Kinyongia carpenteri,Carpenter’s chameleon,-0.253,29.8849,"Type locality: Mt. Ruwenzori, 6500 ft. elevation"
