sequence,taxon_id,Name,Common name,Latitude,Longitude,type locality
1420,146133,Gerrhopilus mcdowelli,Gerrhopilus mcdowelli,-9.3833,147.3333,"Type locality: Hombron's Bluff (9° 23' S, 147° 20' E), Central Province, Papua New Guinea, ca. 600 m elevation."
1422,146134,Gerrhopilus oligolepis,Wall's Worm Snake,27.0419,88.2621,"Type locality:  “Nagri Valley, Darjeeling District, 5000 ft., India”"
2491,1474140,Gerrhopilus papuanorum,Gerrhopilus papuanorum,-10.0171,149.6002,"Type locality: Bunisi Village, NE slope Mt Simpson, 10.0171° S, 149.6002° E, 1420 m a.s.l., Milne Bay Province, Papua New Guinea."
1421,606489,Gerrhopilus persephone,Gerrhopilus persephone,-10.0592,151.0722,"Type locality: forest near Normanby Mining Camp, above Awaiara Bay (10.0592° S, 151.0722° E, 620 m a.s.l.), Normanby Island, D’Entrecasteux Archipelago, Milne Bay Province, Papua New Guinea."
2648,1474139,Gerrhopilus polyadenus,Gerrhopilus polyadenus,-5.9792,149.5259,"Type locality: Mt Albert Edward, Papua New Guinea."
2490,1474138,Gerrhopilus slapcinskyi,Gerrhopilus slapcinskyi,-6.816,146.692,"Type locality: Aalong Dunch River, 5.6 km (by air) NW of Mt Shungol summit, 6.816° S, 146.692° E, 750 m elevation, Morobe Province, Papua New Guinea"
1518,1304790,Gerrhopilus sumatranus,Gerrhopilus sumatranus,-3.2,102.5,"Type locality: Indonesia: Sumatra, 10 km north of Lubuklinggau, 03 120 S, 102 500 E"
1517,1304789,Gerrhopilus suturalis,Gerrhopilus suturalis,,,"Type locality: Andai, New Guinea"
2767,539736,Gerrhopilus thurstoni,Thurston's Worm Snake,11.3973,76.888,"Type locality: “Nilgiri Hills, Brit. Ostindien” [South India]."
1423,32586,Gerrhopilus tindalli,Nilgiri Hills Worm Snake,11.3667,76.4333,"Type locality: Nilambur, Malabar District, India."
2489,1474137,Gerrhopilus wallachi,Gerrhopilus wallachi,-9.14,148.39,"Type locality: Afore, 9.14 S, 148.39 E, 760 m a.s.l., Oro Province, Papua New Guinea."
969,1499845,Gigarcanum delcourti,Gigarcanum delcourti,,,Type locality: “possibly North Island of New Zealand”
1617,1250140,Glaphyromorphus arnhemicus,Top End Mulch Skink,-12.25,136.8667,"Type locality: Yirrkala, Northern Territory, in 12°15' S, 136 52' E."
2506,539738,Glaphyromorphus nyanchupinta,McIlwraith Bar-Lipped Skink,-13.7367,143.3297,"Type locality: Peach Creek (13°44'12"" S, 143°19'47"" E, elevation 530 m elevation), McIlwraith Range, north-east Queensland"
2140,539739,Glaphyromorphus othelarrni,Cape Melville Bar-lipped Skink,-14.2758,144.4922,"Type locality: Melville Range (14°16'33"" S, 144°29'32"" E, elevation 460 m elevation), Cape Melville, north-east Queensland"
2300,101479,Glaphyromorphus pumilus,Dwarf Mulch Skink,-12.5775,142.5019,"Type locality: Cape York, Qld."
1484,797680,Gloydius angusticeps,Gloydius angusticeps,33.74,102.5,"Type locality: Xiaman Village, Zoige Country, Aba Tibetan and Qiang Autonomous Prefecture, Sichuan Province (33.74°N 102.50°E, 3569 m elevation), "
2985,1439433,Gloydius lateralis,Gloydius lateralis,33.26,103.93,"Type locality: China, Sichuan province, Aba Tibetan and Qiang Autonomous Prefecture, Jiuzhaigou National Nature Reserve (33.26°N, 103.93°E), 2072 m elevation."
1516,1304788,Gloydius lipipengi,Gloydius lipipengi,29.4918,95.7877,"Type locality: Zawalong, Zayu, Tibet, China"
621,101697,Gonatodes alexandermendesi,Gonatodes alexandermendesi,5.2185,-59.0453,"Type locality: Magdalen’s Creek Camp, near (ca. 275 m north) the northwest bank of the Konawaruk River (ca. 40 km [linear] WSW Mabura Hill), 120 m elevation, 5°13’07’’N, 59°02’43’’W, in WGS 84. The Konawaruk  River flows into the western side of the Essequibo River to the south of the Potaro River confluence."
1816,101698,Gonatodes astralis,Gonatodes astralis,-4.2565,-66.846,"Type locality: sector El Infierno, road Puerto Ayacucho-Gavilan, Estado Amazonas, Venezuela."
1817,101700,Gonatodes infernalis,Gonatodes infernalis,-0.125,-66.2,"Type locality: Sector El Infierno, on road Puerto Ayacucho-Gavilán, approximately 100 m elevation. Estado Amazonas, Venezuela."
1818,101701,Gonatodes lichenosus,Perijá Lichen-Gecko,10.0478,-72.8118,"Type locality: Manastara, Yukpa indigenous community, Río Negro basin, Parque Nacional Sierra de Perijá, Municipio Machiques de Perijá, Sierra de Perijá, Estado Zulia, Venezuela (10°02’52.0”N, 72°48’42.8”W; elevation 1132 m asl), "
838,1119947,Gonatodes machelae,Margarita Gecko,11.007,-63.9306,"Type locality: road to the summit of Cerro El Copey (ca. 675 m), Parque Nacional Cerro El Copey, Margarita Island, Nueva Es- parta, Venezuela (11° 00’25’’N, 63° 53’50’’W)."
396,34568,Gonatodes petersi,Peters' Gecko,7.937289,-72.604826,"Type locality: Sierra de Perijá, estado Zulia, Venezuela; restricted to 10 km al este de la misión El Tokuko, Sierra de Perijá, Estado Zulia, Venezuela by Rivero-Blanco (1979). See also Rojas-Runjaic & Rivero 2009."
1730,101704,Gonatodes purpurogularis,Gonatodes purpurogularis,8.91806,-70.45028,"Type locality: Balneario en el río Piedra Blancas, población de Calderas. Municipio Bolívar, Estado Barinas, Venezuela (8°55'05"" N, 70°27'01"" W); approx. 800 m elevation."
252,34566,Gonatodes seigliei,Estados Sucre Gecko,9.1656,-62.5581,"Type locality: Bosque de Miraflores, Puertas del Guarapichea, a los límites del estados Sucré y Monagas, Venezuela"
1820,101706,Gonatodes superciliaris,Sarisariñama Forest Gecko,4.6947,-64.2198,"Type locality: Sima Mayor, Sarisariñama-tepui, Estado Bolívar, Venezuela (4°41'77’’ N, 64°13'190’’ W), elevation 1100 m."
395,121131,Gonatodes timidus,Gonatodes timidus,4.3311,-58.7994,"Type locality: base of Iwokrama Mountains, Potaro-Siparuni District, Guyana (04° 19’ 52”N, 058° 47’ 58”W, 209 m elevation)."
1076,30004,Gongylosoma nicobariensis,Camorta Island Stripe-necked Snake,6.73,93.75,"Type locality: ‘Nicobars’ (in the Bay of Bengal, India). The intended formal description in Stoliczka (1870b), gave the type locality as ‘Nancowry haven on Camorta (Nicobars)’."
2274,29998,Gonionotophis grantii,Savanna Lesser File Snake,7.693846,-5.030307,"Type locality: ""West Africa"""
1515,1304786,Goniurosaurus chengzheng,Chengzheng Leopard Gecko,31.2995,121.5175,Type locality: East China Normal University
890,539749,Goniurosaurus kadoorieorum,Kadoories’s cave gecko,,,"Type locality: Guangxi Zhuang Autonomous Region, China; (exact locality withheld; available to qualified researchers upon request)"
1634,1129139,Goniurosaurus kwanghua,Kwanghua Cave Gecko,18.4233,109.5772,"Type locality: Hainan Island, China, 750 m"
2989,1129138,Goniurosaurus sinensis,Kwanghua Cave Gecko,,,"Type locality: somewhere in the central and western mountains of Hainan Island, China."
1811,34555,Goniurosaurus toyamai,Iheyajima leopard gecko,26.4672,127.8162,"Type locality: Iheyajima island, Okinawa, Japan"
2488,1474135,Gonocephalus inauris,Gonocephalus inauris,-3.399468,102.633128,"Type locality: “trail up Gunung Kambing from police academy near road to Gunung Kaba Rejang Lubong, Bengkulu, Sumatra, Indonesia, 1546 m elevation, 3.399468 S, 102.633128 E”"
2818,31646,Gonocephalus mjobergi,Mjöberg's Anglehead Agama,4.8781,115.8684,"Type locality: Mount Murud (7000 feet = (2134 m elevation), Borneo."
1012,539761,Grandidierina petiti,Tiny Burrowing Skink,-23.4066,43.6783,"Type locality: “Tsivono, region de Tuléar, à 24 kilomètres au Nord de cette ville”"
596,29989,Grayia caesar,Caesar's African Water Snake,3.7667,8.7833,Type locality: Fernando Po.
2709,1439431,Guarocuyus jaraguanus,Guarocuyus jaraguanus,17.73205,-71.37126,"Type locality: Cayo de las Iguanas, Laguna de Oviedo, Parque Nacional Jaragua, Pedernales Province, Dominican Republic (17.73205, -71.37126, datum WGS84; elev. near sea level."
1602,539763,Gyiophis maculosus,Blanford's Mud Snake,16.8601,94.7383,"Type locality: ‘Pegu (probably in the neighbourhood of Bassein)’ (= Bago, in southern Myanmar)."
2227,34969,Gymnophthalmus cryptus,Cryptic Spectacled Tegu,5.1425,-67.5917,"Type locality: Venezuela: Territorio Federal Amazonas, Departamento Atabapo, Canaripo, riverine forest 1.5 km SE of camp, 91 m elevation. This locality is along the Rio Ventuari, approximately 33 km ENE (upriver) from Santa Barbara, which is on the Rio Orinoco W (downriver) of the confluence with the Rio Ventuari."
643,38378,Haackgreerius miopus,Haacke-Greer's Skink,8.174,47,"Type locality: 7 km NW of Rugno Well (± 4° N, 47 °E), about 80 km SE of El Bur on the road to El Dere, Mudugh Province, Somalia."
2615,31640,Harpesaurus beccarii,Sumatra Nose-hornedLizard,-0.9667,100.3667,"Type locality: Lubu Selassi near Padang, Sumatra."
527,31636,Harpesaurus ensicauda,Nias Nose-horned Lizard,1.003412,97.616769,"Type locality: Pulo, Nias."
1337,31638,Harpesaurus tricinctus,Java Nose-horned Lizard,-7,110,Type locality: Java
2381,539767,Hebius andreae,Andrea’s Keelback,17.4356,106.2505,"Type locality: from adjacent to Phong Nha - Ke Bang, Thuong Hoa commune, Minh Hoa district, Quang Binh province, elevation 450 m."
2386,797683,Hebius annamensis,Annam Keelback,15.7997,108.6362,"Type locality: Bana, Annam, Vietnam [= Ba Na Nature Reserve, Da Nang City, Vietnam], 1500 m elevation."
2976,539768,Hebius arquus,Hebius arquus,,,Type locality: “Borneo”
2262,539772,Hebius celebicus,Sulawesi Keelback,-4.0126,122.5532,"Type locality: “Kandari nel S.E. di Selebes” [Kendari, Sulawesi, Indonesia]"
1803,539774,Hebius concelarus,Hebius concelarus,24.7943,125.2776,"Type locality: “Miyako-shima” (Miyakojima), Miyako Group, Riukiu (Ryukyu) Islands."
410,539778,Hebius frenatus,Bridled Keelback,3.8328,114.7641,"Type locality: ""Mt. Murud, 2,000 ft., northwestern Sarawak, Borneo."""
1081,539783,Hebius kerinciensis,Gunung Kerinchi Keelback,-1.6924,101.266,"Type locality: slopes of Gunung Kerinci [= Mount Kerinci], western Sumatra, Indonesia"
879,889738,Hebius lacrima,Crying Keelback,27.980559,94.688496,"Type locality: Basar (27.980559°N, 94.688496°E), West Siang District, State of Arunachal Pradesh, India, at ca. 600 metres elevation"
2868,539788,Hebius modestus,Modest Keelback,25.4667,91.5833,"Type locality: Khasi Hills, India"
914,1367346,Hebius parallelus,Yunnan Keelback,27.3333,88.6167,Type locality: “Sikkim”
837,1119946,Hebius sangzhiensis,Hebius sangzhiensis,29.783,110.117,"Type locality: Sangzhi County, Hunan Province, China, ca. 110°07’ E, 29°47’ N, 1,430 m elevation."
2786,1403122,Helicops acangussu,Helicops acangussu,-9.0489,-64.3044,"Type locality: Brazil, Rondonia, Porto Velho municipality, left bank of the upper Madeira River (9°2'56.03""S, 64°18'17.70""W), 86 m elevation."
1194,29979,Helicops gomesi,São Paulo Keelback,-23.1877,-47.5383,"Type locality: Estação Costa Pinto, Sorocabana Railway, Estado de São Paulo, Brazil."
916,539806,Helicops nentur,Swamp Keelback,-18.329398,-42.092017,"Type locality: swamp in Fazenda Papa Capim (18.329398uS, 42.092017uW, 260 m above sea level [a.s.l.]; São José da Safira, state of Minas Gerais, Brazil (all cases, datum 5 WGS84) (for a map see Fig. 5 in Costa et al. 2016)."
1656,1250205,Helicops phantasma,Helicops phantasma,-15.35972,-52.46889,"Type locality: Brazil, Mato Grosso, Barra do Garças (15º21’35”S, 52º28’08”W), 840 m elevation."
2708,1439430,Heliobolus bivari,Heliobolus bivari,-16.2852,12.9419,"Type locality: Virulundo, Namibe Province, Angola (–16.2852°S, 12.9419°E), 718 m elevation"
1158,35980,Heliobolus neumanni,Neumann’s sand lizard,14.296,39.784,"Type locality: Barssa = Brussa Valley, north of Lake Stephanie, Ethiopia."
291,32433,Helminthophis flavoterminatus,Yellowtail Blind Snake,10.4915,-66.9023,"Type locality: Caracas, Distrito Federal, Venezuela"
1303,32432,Helminthophis praeocularis,Preocular Blind Snake,4.7994,-74.3856,"Type locality: Honda, upper valley of Rio Magdalena, Colombia."
2596,1545887,Hemachatus nyangensis,Hemachatus nyangensis,-18.42,32.78,"Type locality: 2 kilometres northwest of Pungwe View, Nyanga National Park, Nyanga District, Manicaland Province, Republic of Zimbabwe, 18.42 ̊S, 32.78 ̊E, elevation 1122 m"
1273,1031620,Hemibungarus mcclungi,McClung's Coralsnake,12.6989,124.082,"Type locality: Polillo Id., Philippines"
1958,1119945,Hemidactylus achaemenidicus,Kangan Half-toed Gecko,27.3,52.7,"Type locality: the end of the southern Zagros Mountains, Kangan, Bushehr Province, Southern Iran, (27°18’N, 52°42’E, 50–221 m elevation)."
2755,1403121,Hemidactylus aemulus,Chandanapalli Half-toed Gecko,17.1025,79.316944,"Type locality: Chandanapalli (17.102500° N, 79.316944° E; 219 m a.s.l.), near Panagal, Nalgonda District, Telangana State, India"
8,200382,Hemidactylus albivertebralis,White-lined Half-toed Gecko,5.1667,-1.1333,"Type locality: Anomabu au Ghana (05° 10’ N, 01° 08’ W)"
1959,34526,Hemidactylus aporus,Annobon Half-toed Gecko,,,Type locality: Anno Bon Island (500 m elevation)
2395,34527,Hemidactylus arnoldi,Guban Half-toed Gecko,11,43,"Type locality: Guban region at 11°00’N 43°00’E, 1500 feet elevation, Somalia"
315,34525,Hemidactylus bavazzanoi,Somali Leaf-toed Gecko,3.667,42.667,"Type locality: ca 20 km SE of Lugh, at ca 03°40’N 42°40’E, Somalia."
1445,34519,Hemidactylus bayonii,Barboza's Leaf-toed Gecko,-9.18303,13.37063,"Type locality: Dondo near Bayão, Quanza River, Angola. Neotype locality: Kawa Camp, Kissama National Park (-9.18303°, 13.37063°, 136 m), Luanda Province, Republic of Angola"
761,1119943,Hemidactylus benguellensis,Benguela Half-toed Gecko,-13.81328,13.13618,"Type locality: “Cahata” [= Caota], Benguela Province, Angola. Neotype locality: N’Dolondolo (- 13.81328°, 13.13618°, 682 m elevation), Namibe Province, Republic of Angola."
1960,102545,Hemidactylus beninensis,Benin Half-toed Gecko,7.75,2.1667,"Type locality: Bénin, Département des Collines, Collines de Dassa-Zoumè, (07°45’N, 02°10’E)."
125,965959,Hemidactylus chikhaldaraensis,Chikhaldara Half-toed Gecko,21.38526,77.33404,"Type locality: near Gawilgarh (or Gawligurh) Fort, Chikhaldara (21.38526° N, 77.33404° E; 1040 m asl.), Amravati District, Maharashtra state, India"
570,34512,Hemidactylus curlei,Northern Leaf-toed Gecko,9.9167,43.1667,"Type locality: Borama District (43° 10’ E, 9° 55’ N, elevation: ca. 5000 feet), British Somaliland."
898,1367345,Hemidactylus easai,Attapadi Half-toed Gecko,11.146397,76.65939,"Type locality: Attapadi, Palakkad district, Kerala, India (11.146397°N, 76.65939°E, 530m asl)"
798,146141,Hemidactylus endophis,Muscat Half-toed Gecko,23.588,58.593,Type locality: “Muscat” (see also type info)
2707,1439427,Hemidactylus farasani,Farasan Gecko,16.904,41.898,"Type locality: Saudi Arabia, Sajid Island of the Farasan Archipelago (16.904°N, 41.898°E, 3 m asl)"
1514,1304779,Hemidactylus faustus,Pungo Adongo Half-toed Gecko,-9.1951,16.2062,"Type locality: Angola (Malanje Province, Pungo Andongo)."
1655,1250204,Hemidactylus flavicauda,Mahabubnagar Yellow-tailed Brookiish Gecko,16.68069,77.82587,"Type locality: near Guddeguda village, Mahabubnagar District, Telangana, India (16.68069° N, 77.82587° E, 416 m asl) "
1015,34530,Hemidactylus foudaii,Elba Gecko,22.0111,35.6646,"Type locality: Wadi Aideib, Gebel Elba, Egyp."
2607,539810,Hemidactylus fragilis,Bur Meldac Half-toed Gecko,,,"Type locality: ‘Bur Meldac [=Meel Daaq]’, ca. 219 m elevation"
1961,34503,Hemidactylus funaiolii,Archer’s Post Gecko,-0.65,37.6833,"Type locality: Archer's Post, 2000 ft (00°39'N, 37°41'E; central Kenya)"
2785,1403120,Hemidactylus hegdei,Hemidactylus hegdei,8.4512,77.39,"Type locality: Balamore estate, Kanyakumari Wildlife Sanctuary, Tamil Nadu, India (8.4512° N, 77.3900° E)"
1963,539811,Hemidactylus hemchandrai,Bhandara Half-toed Gecko,20.9154,80.104,"Type locality: India, Maharashtra, Bhandara: unprotected peripheral region of the Navega- on Bandh National Park (Fig. 1); 20°54’55.5’’ N 80°06’14.6’’ E"
693,34492,Hemidactylus jubensis,Ethiopian gecko,,,"Type locality: “Upper Ganale” [River, Abessynia.]"
2652,34532,Hemidactylus kamdemtohami,Kamdem Toham's Gecko,1.1215,10.9304,"Type locality: Gabon, eastern slope of Mont Iboundji."
1965,34490,Hemidactylus klauberi,Klauber's Half-toed Gecko,,,"Type locality: Gelib, Somaliland."
1964,965960,Hemidactylus kolliensis,Kolli Rock Gecko,11.323295,78.344492,"Type locality: below Sollakadu on Kolli Hills Road (11.323295° N, 78.344492° E; ca. 900 m asl.), Namakkal District, Tamil Nadu state, India"
1542,200383,Hemidactylus kundaensis,Kunda Half-toed Gecko,10.8333,-13.8167,"Type locality: Kunda (10°50’N, 13°49’W) en Guinée"
316,34489,Hemidactylus laevis,Common Half-toed Gecko,,,"Type locality: Gan Lebar (= Libah?), Golis Mountains, British Somaliland."
2414,102549,Hemidactylus lamaensis,Lama Forest Half-toed Gecko,8.401,1.9812,"Type locality: Forêt de Lama (teak plantation), Benin"
836,1119942,Hemidactylus lanzai,Lake Chew Bahir Half-toed Gecko,4.844,36.737,"Type locality: Ethiopia, Southern Nations, Nationalities, and Peoples’ Region, 30 km SW of Arbore village, western bank of Chew Bahir Lake (4.844°N, 36.737°E, 628 m elevation)"
2784,1403119,Hemidactylus mahonyi,Sandur Hills Half-toed Gecko,15.229,76.538,"Type locality: Sandur Hills (in Joga Village; 15.229°N, 76.538°E; 440 m asl), Sandur Taluk, Bellary District, Karnataka State, India"
2518,102552,Hemidactylus makolowodei,Makolowode's Half-toed Gecko,6.84167,10.11944,"Type locality: Cameroon, Northwest Province, Nser village, 6°50’30”N, 10°07’10”E, ca. 500 m elevation."
9,717866,Hemidactylus malcolmsmithi,Smith's Bent-toed Gecko,31,75.5,"Type locality: Beas River Basin, Punjab, India."
1966,34479,Hemidactylus matschiei,Togo Leaf-toed Gecko,7.08,0.107,"Type locality: Adele, bei Bismarckburg, Togo."
717,34476,Hemidactylus megalops,Parker's Leaf-toed Gecko,10.216667,48.766667,"Type locality: Sol Haud, British-Somaliland."
2753,34474,Hemidactylus modestus,Moderate Leaf-toed Gecko,-1.8992,40.0511,"Type locality: Ngatana, Tana River, Kenya Colony."
2643,1499843,Hemidactylus multisulcatus,Madurai Rock Gecko,9.936839,78.043013,"Type locality: wall of SVN college, near Nagamalai, (9° 56' 12.6168'' N 78° 2' 38.8752'' E; ca. 168.6 m asl.), Madurai District, Tamil Nadu, India"
1968,34472,Hemidactylus newtoni,Newton's Leaf-toed Gecko,,,Type locality: Anno Bom Island.
1133,1161446,Hemidactylus nicolauensis,Sao Nicolau Half-toed Gecko,16.66,-24.34,"Type locality: Ribeira Funda around 250 m. a.s.l., São Nicolau Island, Cabo Verde (16.66°N, 24.34°W; WGS 84)."
1967,34473,Hemidactylus ophiolepis,Snakescale Leaf-toed Gecko,12.321,39.68,"Type locality: Amibarra, Hawash River, Amhara, Abessinia."
1969,34471,Hemidactylus ophiolepoides,Lanza's Leaf-toed Gecko,8.5667,45.25,"Type locality:  Haud region at 08°34’N 45°15’E, 2900 feet elevation, Ethiopia-Somali border."
1970,1119940,Hemidactylus paivae,Malanje Half-toed Gecko,-10.86754,14.32281,"Type locality: CADA Amboim (outskirts of Gabela) (-10.86754°, 14.32281°, 930 m), Kwanza Sul Province, Republic of Angola"
502,1499841,Hemidactylus paucifasciatus,Few-banded Termite Hill Gecko,21.2273,86.2549,"Type locality: Gadachandi Temple, Anandapur, (21.2273° N, 86.2549° E; ca. 115 m asl.), Keonjhar District, Odisha State, India"
2015,34531,Hemidactylus pseudomuriceus,Western Forest Gecko,10.42018,-2.07402,"Type locality: vicinity of the camp oppostie Petite Île, Parc National d’Azagny, Cöte d’Ivoire."
834,1119939,Hemidactylus pseudoromeshkanicus,Andimeshk Half-toed Gecko,32.867,48.717,"Type locality: western slope of central Zagros Mountains, Kole-Saat region Andimeshk, Khuzestan Province, western Iran, (32°52’N, 48°43’E, altitude 607 m elevation) "
2303,34466,Hemidactylus puccionii,Somali Plain Gecko,3.9375,41.868056,"Type locality: Obbia to Durgale, Somalia."
501,1499840,Hemidactylus quartziticolus,Quartzite Brookiish Gecko,8.6848,77.8696,"Type locality: near Jeya Parvathi Amman Kovil, Vallanadu Reserve Forest, Manakkarai (8.6848° N, 77.8696° E; ca. 120 m asl.), Thoothukudi district, Tamil Nadu state, India"
835,1119938,Hemidactylus sassanidianus,Khaiiz Half-toed Gecko,28.718,51.517,"Type locality: southern end of Zagros Mountains, Khaiiz, Tangestan City, Bushehr Province, Southern Iran, (28°43’N, 51°31’E, 525 m elevation)."
2783,1403117,Hemidactylus saxicolus,Raichur Half-toed Gecko,16.1994,77.3494,"Type locality: Raichur Fort (16.1994° N, 77.3494° E; 462 m a.s.l.), Raichur, Karnataka, India"
1971,146156,Hemidactylus shihraensis,Al-Shihr Bent-toed Gecko,14.7833,49.3667,"Type locality: Ghail Bawzeer, Hadhramout, 14° 47′ N, 49° 22′ E. "
1132,1161444,Hemidactylus sirumalaiensis,Sirumalai Rock Gecko,10.281944,77.994722,"Type locality: Sirumalai massif (10.281944° N, 77.994722° E; ca. 580 m asl.), Dindigul district, Tamil Nadu state, India"
2610,797688,Hemidactylus siva,Hampi Rock Gecko,15.317,76.464,"Type locality: Underground Śiva temple (15.317° N, 76.464° E; 442 m a.s.l.), Hampi, Karnataka, India"
10,34452,Hemidactylus smithi,Smith's Leaf-toed Gecko,11.63456,43.34036,"Type locality: Shebeli, Abbesinia."
317,34453,Hemidactylus somalicus,Northern Somali Leaf-toed Gecko,10,49,"Type locality: Sol Haud, British Somaliland; 10°N 49°E, 3000 feet elevation, Somalia."
318,34447,Hemidactylus taylori,Taylor's Half-toed Gecko,9.167,49,"Type locality: Sol Haud, British Somaliland (9° 10’ N, 49° E)"
319,102556,Hemidactylus thayene,Burmese Ghost Gecko,20.0592,94.5942,"Type locality: Myanmar, Magway Division, Shwe-Settaw Wildlife Sanctuary, Namada River bluff at main station (20° 03’ 33’’ N, 94° 35’ 39’’ E), ca. 112 m elevation."
1972,34443,Hemidactylus tropidolepis,Mocquard's Leaf-toed Gecko,,,"Type locality: “Pays Çomalis” [= Somaliland = Somalia, fide LOVERIDGE 1947]"
2401,1161443,Hemidactylus vernayi,Lobito Half-toed Gecko,-12.33333,13.583331,"Type locality: Lobito (-12.33333o, 13.583331o, < 5 m), Benguela Province"
2666,34439,Hemidactylus vietnamensis,Vietnam Leaf-toed Gecko,20.2333,104.2917,"Type locality: Kuk Fiong Reserve, Hanamninh Province (Cuc Phuong National Park, Ninh Binh Province), N Vietnam."
1654,1250203,Hemidactylus xericolus,Nalgonda Half-toed Gecko,16.9627,78.85869,"Type locality: near Marrigudda, District Nalgonda, Telangana, India (16.96270° N, 78.85869° E, 430 m asl) "
2423,539818,Hemiphyllodactylus bintik,Spotted Slender Gecko,5.6031,102.6032,"Type locality: at 800 m elevation on Gunung Tebu, Terengganu, Peninsular Malaysia (05°36.11′N, 102°36.19′S)."
1650,1129137,Hemiphyllodactylus bonkowskii,Bonkowski’s Slender Gecko,20.72467,104.90573,"Type locality: limestone cliff in the corn field (20o43.480’N, 104o54.344’E, at an elevation of 969 m a.s.l.), Hang Kia Commune, within Hang Kia—Pa Co NR, Mai Chau District, Hoa Binh Province, northwestern Vietnam"
1939,539819,Hemiphyllodactylus changningensis,Changning Slender Gecko,24.8204,99.6104,"Type locality: vicinity of Changning County, Yunnan Province, China (24°49.224’N, 99°36.523’E, elevation 1682 m."
1115,1161442,Hemiphyllodactylus dupanglingensis,Dupangling Slender Gecko,25.573136,111.389167,"Type locality: Hunan Dupangling National Nature Reserve (25°34'23.23"" N, 111°23'21"" E; 437 m a.s.l.) (Figure 2 in Zhang et al. 2020)."
273,102587,Hemiphyllodactylus ganoklonis,Palau Slender Gecko,7.0647,134.2402,"Type locality: Palau Islands, extreme northern tip of Ulebsechel Island, 50 m south of channel between Ngermalk and Ulebsechel."
1513,1304773,Hemiphyllodactylus goaensis,Goa Slender Gecko,15.46032,73.83583,"Type locality: Goa University, Taleigao, (15.46032°N, 73.83583°E; ca. 50 m asl.), North Goa district, Goa, India."
1973,965963,Hemiphyllodactylus indosobrinus,Champasak Slender Gecko,15.07694,106.1375,"Type locality: Bolaven Plateau, Dong Hua Sao National Protected Area, Pakxong District, Champasak Province, Laos, 15.07694°N, 106.13750°E, WGS84 (Fig. 1A in Eliades et al. 2019), ca. 1,000 m elev"
207,73820,Hemiphyllodactylus insularis,Philippine slender gecko,13.2744,121.3677,"Type locality: “Sumagui, Mindoro” (Philippines)"
1976,539824,Hemiphyllodactylus kiziriani,Kizirian's Slender Gecko,19.81213,102.10313,"Type locality: limestone wall of a small cave (19o48.708’N, 102o06.188’E, 637 m a.s.l. elevation), near Ban Xieng Muak Village, Luang Prabang District, Luang Prabang Province, Laos"
760,1119937,Hemiphyllodactylus kyaiktiyoensis,Kyaiktiyo Mountain Slender Gecko,17.4784,97.10042,"Type locality: along a trail leading down the north-west facing flank of the mountain from the Golden Rock Pagoda, Mon State, Myanmar (17.47840°N 97.10042°E WGS; 1057 m in elevation)."
2178,34433,Hemiphyllodactylus larutensis,Larut Dwarf Gecko,4.5253,100.6785,"Type locality: Larut Hills, under a house, at 3500 feet elevation, Perak [West Malaysia]"
820,606494,Hemiphyllodactylus linnwayensis,Lynn-Way Slender Gecko,21.2226,96.5463,"Type locality: Linn-Way Village, 64.7 km north of Kalaw, Taunggyi District, Shan State, Myanmar (21°13.356N, 96°32.780E; elevation 1306 m)."
2175,738106,Hemiphyllodactylus longlingensis,Longling Slender Gecko,25.0026,99.2472,"Type locality: Longling Junior High School in Longling County, Yunnan Province (elevation 1530 m) (China) (original in Chinese)]."
500,1499838,Hemiphyllodactylus lungcuensis,Hemiphyllodactylus lungcuensis,23.35,105.3167,"Type locality: Lung Cu Commune, Dong Van District, Ha Giang Province (23°21'N, 105°19'E, at an elevation of 1391 m a.s.l.)."
2177,102589,Hemiphyllodactylus margarethae,Sumatran slender gecko,-0.2989,100.3725,"Type locality: “Fort de Kock, Sumatra” (Bukittinggi, Sumatera Barat)"
1114,1161441,Hemiphyllodactylus minimus,Ganjam Slender Gecko,19.451242,85.053831,"Type locality: Jhadeswar Shiva Temple, Humma, Ganjam District, Odisha, India (19.451242° N, 85.053831° E; 90 m asl.)"
1974,606495,Hemiphyllodactylus montawaensis,Montawa Slender Gecko,20.792018,97.020367,"Type locality: Montawa, Cave 3.7 km south-west of Taunggyi, Taunggyi District, Shan State, Myanmar (20°47.521N, 97°01.222E; 1171 m)."
2183,1129136,Hemiphyllodactylus nahangensis,Na Hang Slender Gecko,20.503583,105.390033,"Type locality: limestone karst area near Trung Phin Village (20°30.215’N, 105°23.402’E, at an elevation of 915 m a.s.l.), Sinh Long Commune, Na Hang District, Tuyen Quang Province, northern Vietnam"
2387,1129135,Hemiphyllodactylus ngocsonensis,Ngoc Son Slender Gecko,20.46338,105.3075,"Type locality: entrance of a cave (20°27.863’N, 105°18.450’E, at an elevation of 652 m a.s.l.), Ngoc Son Commune, within Ngoc Son—Ngo Luong NR, Lac Son District, Hoa Binh Province, northwestern Vietnam."
759,1119936,Hemiphyllodactylus ngwelwini,Thayeumin Cave Slender Gecko,20.72288,96.58994,"Type locality: Thayeumin Cave, State, Myanmar (20.72288°N 96.58994°E WGS; 1057 m in elevation"
