taxon_id,Name,Common name,Latitude,Longitude
562124,Pseudagrion starreanum,Pseudagrion starreanum,-0.90491,130.55226
562125,Pseudagrion stuckenbergi,Pseudagrion stuckenbergi,,
562128,Pseudagrion trigonale,Pseudagrion trigonale,,
562558,Heliogomphus blandulus,Heliogomphus blandulus,1.5611,110.1644
562130,Pseudagrion ungulatum,Pseudagrion ungulatum,,
562135,Sangabasis bulba,Sangabasis bulba,,
562569,Lamelligomphus chaoi,Lamelligomphus chaoi,,
562598,Megalogomphus junghuhni,Megalogomphus junghuhni,,
562136,Sangabasis cahilogi,Sangabasis cahilogi,,
562137,Sangabasis carmelae,Sangabasis carmelae,,
562581,Leptogomphus pendleburyi,Leptogomphus pendleburyi,2.7894,114.8049
562138,Sangabasis circularis,Sangabasis circularis,,
562142,Sangabasis hamis,Sangabasis hamis,,
562143,Sangabasis janvantoli,Sangabasis janvantoli,,
562151,Teinobasis albula,Teinobasis albula,,
562157,Teinobasis aurea,Teinobasis aurea,-2.534,140.718
562161,Teinobasis buwaldai,Teinobasis buwaldai,-7.14823,144.38228
562636,Onychogomphus perplexus,Onychogomphus perplexus,3.575,98.2856
562267,Cephalaeschna acanthifrons,Cephalaeschna acanthifrons,,
562266,Castoraeschna tepuica,Castoraeschna tepuica,,
562162,Teinobasis carolinensis,Teinobasis carolinensis,7.45079,151.85
562167,Teinobasis cryptica,cryptic shadesprite,1.45928,110.426384
562171,Teinobasis dominula,Teinobasis dominula,-1.433,149.612
562668,Perigomphus angularis,Perigomphus angularis,-1.950111,-77.863
562190,Teinobasis luciae,Teinobasis luciae,-2.61,140.915
562193,Teinobasis metallica,Teinobasis metallica,,
562687,Phyllocycla neotropica,Phyllocycla neotropica,2.234,-54.45
562195,Teinobasis michalskii,Teinobasis michalskii,-0.88,131.261
562202,Teinobasis pretiosa,Teinobasis pretiosa,,
562203,Teinobasis pulverulenta,Teinobasis pulverulenta,-0.88,131.261
562204,Teinobasis ranee,Teinobasis ranee,,
562205,Teinobasis recurva,Teinobasis recurva,,
562699,Phyllogomphoides audax,Phyllogomphoides audax,,
562211,Teinobasis stigmatizans,Teinobasis stigmatizans,-6.617,145.183
562213,Teinobasis suavis,Teinobasis suavis,1.461,110.453
562214,Teinobasis tenuis,Teinobasis tenuis,-0.892,119.871
562216,Teinobasis wallacei,Teinobasis wallacei,-0.88,131.261
